adsh,cik,countryinc,filed,form,fy,name,period,Assets,EarningsPerShareBasic,Liabilities,NetIncomeLoss,StockholdersEquity,WeightedAverageNumberOfSharesOutstandingBasic,ticker,sector,stock_price,next_period,next_period_price
0001558370-17-008049,1370450,US,2017-11-03,10-Q,2017.0,"WILLDAN GROUP, INC.",2017-09-30,130852000.0,0.33,64423000.0,,66429000.0,8730000.0,WLDN,CONSUMER SERVICES,32.46,2017-12-31,23.94
0001558370-17-008057,3453,US,2017-11-03,10-Q,2017.0,"MATSON, INC.",2017-09-30,2167000000.0,0.79,,34100000.0,518600000.0,42900000.0,MATX,CONSUMER SERVICES,28.18,2017-12-31,29.84
0001558370-17-008075,1701114,US,2017-11-03,10-Q,2017.0,"BLUE APRON HOLDINGS, INC.",2017-09-30,564798000.0,-0.47,304601000.0,-87201000.0,260197000.0,184737720.0,APRN,CONSUMER SERVICES,5.45,2017-12-31,4.03
0001558370-17-008087,1289460,US,2017-11-03,10-Q,2017.0,"TEXAS ROADHOUSE, INC.",2017-09-30,1212719000.0,0.44,381927000.0,31014000.0,818743000.0,71067000.0,TXRH,CONSUMER SERVICES,49.14,2017-12-31,52.68
0001558370-17-008091,1053352,US,2017-11-03,10-Q,2017.0,HERITAGE COMMERCE CORP,2017-09-30,2843948000.0,0.22,2568503000.0,8583000.0,275445000.0,38152633.0,HTBK,FINANCE,14.23,2017-12-31,15.32
0001558370-17-008129,1470099,US,2017-11-03,10-Q,2017.0,"MOBILEIRON, INC.",2017-09-30,151642000.0,,128002000.0,-17065000.0,23640000.0,,MOBL,TECHNOLOGY,3.7,2017-12-31,3.9
0001558370-17-008132,1278027,US,2017-11-03,10-Q,2017.0,"B&G FOODS, INC.",2017-09-30,3229471000.0,0.49,2438082000.0,32730000.0,791389000.0,66496333.0,BGS,CONSUMER NON-DURABLES,31.85,2017-12-31,35.15
0001558370-17-008145,1610250,US,2017-11-06,10-Q,2017.0,"BOOT BARN HOLDINGS, INC.",2017-09-30,585255000.0,0.04,401944000.0,1098000.0,183311000.0,26608000.0,BOOT,CONSUMER SERVICES,8.9,2017-12-31,16.61
0001558370-17-008153,1304421,US,2017-11-06,10-Q,2017.0,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",2017-09-30,3761225000.0,,3259576000.0,-28448000.0,496212000.0,,CNSL,PUBLIC UTILITIES,19.08,2017-12-31,12.19
0001558370-17-008228,861838,US,2017-11-06,10-Q,2017.0,"IDERA PHARMACEUTICALS, INC.",2017-09-30,70749000.0,,8669000.0,-14530000.0,62080000.0,,IDRA,HEALTH CARE,17.84,2017-12-31,16.88
0001558370-17-008270,1608249,US,2017-11-07,10-Q,2018.0,"ZAYO GROUP HOLDINGS, INC.",2017-09-30,8862400000.0,,7382900000.0,,1479500000.0,246500000.0,ZAYO,PUBLIC UTILITIES,34.42,2017-12-31,36.8
0001558370-17-008319,1526119,US,2017-11-07,10-Q,2017.0,"VERASTEM, INC.",2017-09-30,63139000.0,,22154000.0,-23126000.0,40985000.0,,VSTM,HEALTH CARE,4.7,2017-12-31,3.07
0001558370-17-008320,1557746,US,2017-11-07,10-Q,2017.0,"ACLARIS THERAPEUTICS, INC.",2017-09-30,261391000.0,,17132000.0,-18192000.0,244259000.0,,ACRS,HEALTH CARE,25.81,2017-12-31,24.66
0001558370-17-008322,1479419,US,2017-11-07,10-Q,2017.0,"KALA PHARMACEUTICALS, INC.",2017-09-30,123691000.0,,24828000.0,,98863000.0,,KALA,HEALTH CARE,22.84,2017-12-31,18.49
0001558370-17-008359,920424,US,2017-11-07,10-Q,2017.0,"INVESTMENT TECHNOLOGY GROUP, INC.",2017-09-30,794045000.0,-1.42,421785000.0,,372260000.0,33105.0,ITG,FINANCE,22.14,2017-12-31,19.25
0001558370-17-008366,1056943,US,2017-11-07,10-Q,2017.0,PEOPLES FINANCIAL SERVICES CORP.,2017-09-30,2092236000.0,0.72,1825940000.0,5350000.0,266296000.0,,PFIS,FINANCE,47.8,2017-12-31,46.58
0001558370-17-008389,1365038,US,2017-11-07,10-Q,2017.0,LEAF GROUP LTD.,2017-09-30,84394000.0,-0.33,22943000.0,-6817000.0,61451000.0,20745000.0,LFGR,TECHNOLOGY,6.9,2017-12-31,9.9
0001558370-17-008398,1393020,US,2017-11-07,10-Q,2017.0,"INVUITY, INC.",2017-09-30,52054000.0,,46655000.0,-8907000.0,5399000.0,17093183.0,IVTY,HEALTH CARE,8.9,2017-12-31,6.2
0001558370-17-008418,1491576,US,2017-11-07,10-Q,2017.0,"TESARO, INC.",2017-09-30,685718000.0,,278357000.0,,407361000.0,,TSRO,HEALTH CARE,129.1,2017-12-31,82.87
0001558370-17-008425,1568669,US,2017-11-07,10-Q,2017.0,"PENNYMAC FINANCIAL SERVICES, INC.",2017-09-30,6388369000.0,0.73,4798078000.0,,399336000.0,23426000.0,PFSI,FINANCE,17.8,2017-12-31,22.35
0001558370-17-008429,1650664,US,2017-11-08,10-Q,2017.0,"EDITAS MEDICINE, INC.",2017-09-30,339127000.0,,161339000.0,-26599000.0,177788000.0,,EDIT,HEALTH CARE,24.01,2017-12-31,30.73
0001558370-17-008438,1641614,US,2017-11-08,10-Q,2017.0,CPI CARD GROUP INC.,2017-09-30,251508000.0,,357093000.0,-735000.0,-105585000.0,55639551.0,PMTS,FINANCE,5.9,2017-12-31,3.67
0001558370-17-008445,1606745,US,2017-11-08,10-Q,2017.0,"LIBERTY TRIPADVISOR HOLDINGS, INC.",2017-09-30,7293000000.0,-0.17,2016000000.0,-13000000.0,786000000.0,75000000.0,LTRPA,TECHNOLOGY,12.35,2017-12-31,9.425
0001558370-17-008471,1487986,US,2017-11-08,10-Q,2017.0,"HAWAIIAN TELCOM HOLDCO, INC.",2017-09-30,743365000.0,-8.0,520115000.0,,223250000.0,11587963.0,HCOM,CONSUMER SERVICES,29.82,2017-12-31,30.86
0001558370-17-008472,1497770,US,2017-11-08,10-Q,2017.0,"WALKER & DUNLOP, INC.",2017-09-30,4500460000.0,1.14,3784128000.0,34378000.0,711360000.0,30085000.0,WD,FINANCE,52.33,2017-12-31,47.5
0001558370-17-008480,1556263,US,2017-11-08,10-Q,2017.0,"SYROS PHARMACEUTICALS, INC.",2017-09-30,88677000.0,,,-13825000.0,78592000.0,,SYRS,HEALTH CARE,14.72,2017-12-31,9.73
0001558370-17-008499,1447051,US,2017-11-08,10-Q,2017.0,TERRITORIAL BANCORP INC.,2017-09-30,1962457000.0,0.45,1725165000.0,4173000.0,237292000.0,9280018.0,TBNK,FINANCE,31.57,2017-12-31,30.87
0001558370-17-008531,1606363,US,2017-11-08,10-Q,2017.0,"GREEN BANCORP, INC.",2017-09-30,4160925000.0,0.31,3698614000.0,11407000.0,462311000.0,37056000.0,GNBC,FINANCE,23.65,2017-12-31,20.3
0001558370-17-008536,1158114,US,2017-11-08,10-Q,2017.0,"APPLIED OPTOELECTRONICS, INC.",2017-09-30,438704000.0,1.0,114262000.0,19375000.0,324442000.0,19294022.0,AAOI,TECHNOLOGY,64.67,2017-12-31,37.82
0001558370-17-008537,1051627,US,2017-11-08,10-Q,2017.0,AXT INC,2017-09-30,199622000.0,0.11,19205000.0,4419000.0,176391000.0,38499000.0,AXTI,TECHNOLOGY,9.15,2017-12-31,8.7
0001558370-17-008542,1672013,US,2017-11-08,10-Q,2017.0,ACUSHNET HOLDINGS CORP.,2017-09-30,1705560000.0,0.13,862892000.0,9318000.0,810656000.0,74451977.0,GOLF,CONSUMER NON-DURABLES,17.76,2017-12-31,21.08
0001558370-17-008545,1579428,US,2017-11-08,10-Q,2017.0,"AXSOME THERAPEUTICS, INC.",2017-09-30,32618112.0,,15779055.0,-6433536.0,16839057.0,,AXSM,HEALTH CARE,5.55,2017-12-31,5.6
0001558370-17-008558,1351051,US,2017-11-08,10-Q,2017.0,"GENESIS HEALTHCARE, INC.",2017-09-30,4926928000.0,,,-373824000.0,-988956000.0,,GEN,HEALTH CARE,1.16,2017-12-31,0.76
0001558370-17-008560,1319229,US,2017-11-08,10-Q,2017.0,TRANSMONTAIGNE PARTNERS L.P.,2017-09-30,701895000.0,,332486000.0,10966000.0,,,TLP,ENERGY,42.71,2017-12-31,39.45
0001558370-17-008569,1041024,US,2017-11-08,10-Q,2017.0,"ROCKWELL MEDICAL, INC.",2017-09-30,65806400.0,-0.1,,-5056994.0,40790360.0,51260975.0,RMTI,HEALTH CARE,8.56,2017-12-31,5.82
0001558370-17-008577,1573166,US,2017-11-08,10-Q,2017.0,"JONES ENERGY, INC.",2017-09-30,1661578000.0,-0.91,920256000.0,-64806000.0,353013000.0,73089000.0,JONE,ENERGY,1.92,2017-12-31,1.1
0001558370-17-008599,1668673,US,2017-11-09,10-Q,2017.0,"PETIQ, INC.",2017-09-30,145042000.0,-0.02,,-226000.0,,13222583.0,PETQ,HEALTH CARE,27.08,2017-12-31,21.84
0001558370-17-008606,1604821,US,2017-11-09,10-Q,2017.0,"NATERA, INC.",2017-09-30,204056000.0,-0.51,173872000.0,-27119000.0,30184000.0,53447000.0,NTRA,HEALTH CARE,12.89,2017-12-31,8.99
0001558370-17-008642,1466026,US,2017-11-09,10-Q,2017.0,"MIDLAND STATES BANCORP, INC.",2017-09-30,4347761000.0,0.1,3897072000.0,2036000.0,450689000.0,19265409.0,MSBI,FINANCE,31.68,2017-12-31,32.48
0001558370-17-008646,1651561,US,2017-11-09,10-Q,2017.0,"TABULA RASA HEALTHCARE, INC.",2017-09-30,168541000.0,0.46,92568000.0,7695000.0,75973000.0,16699102.0,TRHC,MISCELLANEOUS,26.74,2017-12-31,28.05
0001558370-17-008659,879585,US,2017-11-09,10-Q,2017.0,"ATN INTERNATIONAL, INC.",2017-09-30,1184018000.0,-1.53,397284000.0,,644628000.0,16178000.0,ATNI,PUBLIC UTILITIES,52.7,2017-12-31,55.26
0001558370-17-008670,945983,US,2017-11-09,10-Q,2017.0,"WAYSIDE TECHNOLOGY GROUP, INC.",2017-09-30,91016000.0,0.3,,1341000.0,38094000.0,4283000.0,WSTG,TECHNOLOGY,13.57,2017-12-31,16.7
0001558370-17-008697,1591670,US,2017-11-09,10-Q,2017.0,FARMLAND PARTNERS INC.,2017-09-30,1119716000.0,0.01,481186000.0,2216000.0,,32862000.0,FPI,CONSUMER SERVICES,9.04,2017-12-31,8.68
0001558370-17-008713,1669779,US,2017-11-09,10-Q,2017.0,"CAMPING WORLD HOLDINGS, INC.",2017-09-30,2378479000.0,,2119535000.0,20127000.0,192994000.0,,CWH,CONSUMER DURABLES,40.74,2017-12-31,44.73
0001558370-17-008737,1642453,US,2017-11-09,10-Q,2017.0,"DASEKE, INC.",2017-09-30,857421000.0,,599504000.0,50000.0,257917000.0,,DSKE,CONSUMER SERVICES,13.05,2017-12-31,14.29
0001558370-17-008746,1699039,US,2017-11-09,10-Q,2017.0,"RANGER ENERGY SERVICES, INC.",2017-09-30,257000000.0,-0.42,52700000.0,-3500000.0,109900000.0,8413000.0,RNGR,ENERGY,14.7,2017-12-31,9.23
0001558370-17-008747,1677203,US,2017-11-09,10-Q,2017.0,"QUALITY CARE PROPERTIES, INC.",2017-09-30,4464183000.0,,1804133000.0,-34098000.0,2657623000.0,93608.0,QCP,CONSUMER SERVICES,15.5,2017-12-31,13.81
0001558370-17-008755,1592386,US,2017-11-09,10-Q,2017.0,"VIRTU FINANCIAL, INC.",2017-09-30,7739345000.0,-0.17,6573818000.0,-13518000.0,843375000.0,79199142.0,VIRT,FINANCE,16.2,2017-12-31,18.3
0001558370-17-008759,1638290,US,2017-11-13,10-Q,2018.0,"MCBC HOLDINGS, INC.",2017-09-30,94990000.0,0.38,75962000.0,7046000.0,19028000.0,18615100.0,MCFT,CAPITAL GOODS,20.38,2017-12-31,22.22
0001558370-17-008761,1442836,US,2017-11-13,10-Q,2017.0,"MERSANA THERAPEUTICS, INC.",2017-09-30,142916000.0,,,-7732000.0,83642000.0,,MRSN,HEALTH CARE,17.29,2017-12-31,16.43
0001558370-17-008803,1638287,US,2017-11-13,10-Q,2017.0,GEMPHIRE THERAPEUTICS INC.,2017-09-30,26211000.0,,16262000.0,-8671000.0,9949000.0,,GEMP,HEALTH CARE,9.5,2017-12-31,7.945
0001558370-17-008809,1693256,US,2017-11-13,10-Q,2017.0,"SELECT ENERGY SERVICES, INC.",2017-09-30,552749000.0,,98421000.0,1224000.0,198641000.0,,WTTR,ENERGY,15.92,2017-12-31,18.24
0001558370-17-008885,1621443,US,2017-11-14,10-Q,2017.0,"ZYNERBA PHARMACEUTICALS, INC.",2017-09-30,73069956.0,,,-8311205.0,64640589.0,,ZYNE,HEALTH CARE,8.36,2017-12-31,12.52
0001558370-17-008916,1661181,US,2017-11-14,10-Q,2017.0,AVISTA HEALTHCARE PUBLIC ACQUISITION CORP.,2017-09-30,312057811.0,,13546066.0,-2117003.0,5000005.0,,AHPA,HEALTH CARE,10.0,2017-12-31,9.92
0001558370-17-008926,1404973,US,2017-11-14,10-Q,2017.0,"ENERGY XXI GULF COAST, INC.",2017-09-30,1202234000.0,,841689000.0,-31580000.0,360545000.0,33241000.0,EGC,ENERGY,10.34,2017-12-31,5.74
0001558370-17-008943,844143,US,2017-11-14,10-Q,2017.0,DIFFERENTIAL BRANDS GROUP INC.,2017-09-30,178385000.0,-0.01,138254000.0,-183000.0,40131000.0,13322000.0,DFBG,CONSUMER NON-DURABLES,1.35,2017-12-31,0.95
0001558370-17-009052,46765,US,2017-11-22,10-K,2017.0,"HELMERICH & PAYNE, INC.",2017-09-30,6439988000.0,-0.21,,-22532000.0,4164591000.0,,HP,ENERGY,52.11,2017-12-31,64.64
0001558370-17-009458,1594337,US,2017-12-29,10-K,2017.0,"CORIUM INTERNATIONAL, INC.",2017-09-30,84851000.0,,68639000.0,-12943000.0,16212000.0,,CORI,HEALTH CARE,11.08,2017-12-31,9.61
0001558785-17-000047,1558785,US,2017-11-03,10-Q,2017.0,"CVR REFINING, LP",2017-09-30,2500700000.0,,,,,,CVRR,ENERGY,9.85,2017-12-31,16.55
0001560327-17-000003,1560327,US,2017-11-08,10-Q,2017.0,"RAPID7, INC.",2017-09-30,251440000.0,,219674000.0,-10284000.0,31766000.0,,RPD,TECHNOLOGY,17.6,2017-12-31,18.66
0001560672-17-000066,1560672,US,2017-11-09,10-Q,2017.0,ELLINGTON RESIDENTIAL MORTGAGE REIT,2017-09-30,1934277000.0,0.48,1737482000.0,6340000.0,196795000.0,13136106.0,EARN,CONSUMER SERVICES,14.52,2017-12-31,12.04
0001561660-17-000158,1561660,US,2017-11-09,10-Q,2017.0,PATTERN ENERGY GROUP INC.,2017-09-30,4773028000.0,,2624184000.0,-29828000.0,931495000.0,,PEGI,PUBLIC UTILITIES,24.1,2017-12-31,21.49
0001561743-17-000061,1561743,US,2017-11-07,10-Q,2017.0,"KINDRED BIOSCIENCES, INC.",2017-09-30,96656000.0,,3725000.0,-7890000.0,92931000.0,,KIN,HEALTH CARE,7.85,2017-12-31,9.45
0001562401-17-000055,1562401,US,2017-11-03,10-Q,2017.0,AMERICAN HOMES 4 RENT,2017-09-30,8509876000.0,0.01,2671449000.0,,5103589000.0,266767313.0,AMH,CONSUMER SERVICES,21.71,2017-12-31,21.84
0001562463-17-000076,1562463,US,2017-11-07,10-Q,2017.0,FIRST INTERNET BANCORP,2017-09-30,2633422000.0,0.72,2412555000.0,4895000.0,220867000.0,6834011.0,INBK,FINANCE,32.3,2017-12-31,38.15
0001562762-17-000170,876427,US,2017-11-02,10-Q,2017.0,"MONRO, INC.",2017-09-30,1209238000.0,0.52,601563000.0,17267000.0,,32754000.0,MNRO,CONSUMER SERVICES,56.05,2017-12-31,56.95
0001564590-17-019583,1676479,US,2017-10-18,10-Q,2017.0,"CAPSTAR FINANCIAL HOLDINGS, INC.",2017-09-30,1338559000.0,0.39,1194355000.0,4419000.0,144204000.0,11279364.0,CSTR,FINANCE,19.58,2017-12-31,20.77
0001564590-17-019667,1539638,US,2017-10-20,10-Q,2017.0,"TRIUMPH BANCORP, INC.",2017-09-30,2906161000.0,0.48,2520064000.0,9782000.0,386097000.0,19811577.0,TBK,FINANCE,32.25,2017-12-31,31.5
0001564590-17-019869,790816,US,2017-10-24,10-Q,2017.0,BRANDYWINE REALTY TRUST,2017-09-30,3855419000.0,0.11,2104849000.0,18876000.0,1733716000.0,175433657.0,BDN,CONSUMER SERVICES,17.49,2017-12-31,18.19
0001564590-17-020033,1374535,US,2017-10-25,10-Q,2017.0,ALTRA INDUSTRIAL MOTION CORP.,2017-09-30,926031000.0,0.46,,13277000.0,383565000.0,29008000.0,AIMC,CAPITAL GOODS,48.1,2017-12-31,50.4
0001564590-17-020034,918646,US,2017-10-25,10-Q,2017.0,EAGLE MATERIALS INC,2017-09-30,2321041000.0,1.32,1008368000.0,63362000.0,1312673000.0,48053733.0,EXP,CAPITAL GOODS,106.7,2017-12-31,113.3
0001564590-17-020169,1339605,US,2017-10-26,10-Q,2017.0,"H&E EQUIPMENT SERVICES, INC.",2017-09-30,1302213000.0,0.24,1162398000.0,8462000.0,139815000.0,35543000.0,HEES,,29.2,2017-12-31,40.65
0001564590-17-020304,1045609,US,2017-10-27,10-Q,2017.0,"PROLOGIS, INC.",2017-09-30,29654150000.0,1.65,11094894000.0,877893000.0,15543751000.0,531288000.0,PLD,CONSUMER SERVICES,63.46,2017-12-31,64.51
0001564590-17-020333,7431,US,2017-10-30,10-Q,2017.0,ARMSTRONG WORLD INDUSTRIES INC,2017-09-30,1829700000.0,0.93,,49400000.0,366200000.0,53000000.0,AWI,CONSUMER NON-DURABLES,51.25,2017-12-31,60.55
0001564590-17-020356,903129,US,2017-10-30,10-Q,2017.0,GENTHERM INC,2017-09-30,862588000.0,0.18,311783000.0,,550805000.0,36742168.0,THRM,CAPITAL GOODS,37.15,2017-12-31,31.75
0001564590-17-020444,1566373,US,2017-10-31,10-Q,2017.0,"SPRING BANK PHARMACEUTICALS, INC.",2017-09-30,53848000.0,,21924000.0,-10828000.0,31924000.0,,SBPH,HEALTH CARE,16.84,2017-12-31,13.44
0001564590-17-020453,1652130,US,2017-10-31,10-Q,2017.0,"INTELLIA THERAPEUTICS, INC.",2017-09-30,249170000.0,,,-15356000.0,175847000.0,,NTLA,HEALTH CARE,24.85,2017-12-31,19.22
0001564590-17-020495,940942,US,2017-10-31,10-Q,2017.0,"HUB GROUP, INC.",2017-09-30,1599863000.0,0.46,,15334000.0,667482000.0,33227000.0,HUBG,TRANSPORTATION,42.95,2017-12-31,47.9
0001564590-17-020518,1668397,US,2017-10-31,10-Q,2017.0,"MEDPACE HOLDINGS, INC.",2017-09-30,948876000.0,0.25,398626000.0,9831000.0,550250000.0,38579000.0,MEDP,HEALTH CARE,31.9,2017-12-31,36.26
0001564590-17-020519,752714,US,2017-10-31,10-Q,2017.0,MCGRATH RENTCORP,2017-09-30,1156415000.0,0.7,743633000.0,16762000.0,412782000.0,24015000.0,MGRC,TECHNOLOGY,43.75,2017-12-31,46.98
0001564590-17-020523,1466085,US,2017-10-31,10-Q,2017.0,"INDEPENDENCE REALTY TRUST, INC.",2017-09-30,1405212000.0,0.02,763234000.0,,619432000.0,71972394.0,IRT,CONSUMER SERVICES,10.17,2017-12-31,10.09
0001564590-17-020526,1435049,US,2017-10-31,10-Q,2017.0,"ADURO BIOTECH, INC.",2017-09-30,465131000.0,,208717000.0,-24520000.0,256414000.0,,ADRO,HEALTH CARE,10.65,2017-12-31,7.5
0001564590-17-020543,1620393,US,2017-10-31,10-Q,2017.0,"NEXPOINT RESIDENTIAL TRUST, INC.",2017-09-30,1077425000.0,2.56,831199000.0,53914000.0,244116000.0,21085000.0,NXRT,CONSUMER SERVICES,23.73,2017-12-31,27.94
0001564590-17-020568,1517228,US,2017-11-01,10-Q,2017.0,"COMMSCOPE HOLDING COMPANY, INC.",2017-09-30,7146545000.0,0.27,5595911000.0,51157000.0,1550634000.0,191824000.0,COMM,TECHNOLOGY,33.21,2017-12-31,37.83
0001564590-17-020652,1293971,US,2017-11-01,10-Q,2017.0,"BLUEBIRD BIO, INC.",2017-09-30,1405756000.0,,264438000.0,-78805000.0,1141318000.0,,BLUE,HEALTH CARE,137.35,2017-12-31,178.1
0001564590-17-020668,1599617,US,2017-11-01,10-Q,2017.0,NOW INC.,2017-09-30,1780000000.0,-0.08,593000000.0,-9000000.0,1187000000.0,107752427.0,DNOW,ENERGY,13.81,2017-12-31,11.03
0001564590-17-020693,868780,US,2017-11-01,10-Q,2017.0,"DORMAN PRODUCTS, INC.",2017-09-30,738018000.0,0.8,,27008000.0,628100000.0,33822000.0,DORM,CAPITAL GOODS,71.62,2017-12-31,61.14
0001564590-17-020792,1488613,US,2017-11-01,10-Q,2017.0,"FOUNDATION MEDICINE, INC.",2017-09-30,150559000.0,,,-32644000.0,63437000.0,,FMI,HEALTH CARE,40.2,2017-12-31,68.2
0001564590-17-020797,906107,US,2017-11-01,10-Q,2017.0,EQUITY RESIDENTIAL,2017-09-30,20697833000.0,0.37,9823516000.0,138229000.0,10259269000.0,366996000.0,EQR,CONSUMER SERVICES,65.93,2017-12-31,63.77
0001564590-17-020804,1549966,US,2017-11-01,10-Q,2017.0,SILVERCREST ASSET MANAGEMENT GROUP INC.,2017-09-30,109550000.0,0.23,38949000.0,1872000.0,50102000.0,8119444.0,SAMG,FINANCE,14.55,2017-12-31,16.05
0001564590-17-020808,873303,US,2017-11-01,10-Q,2017.0,"SAREPTA THERAPEUTICS, INC.",2017-09-30,800281000.0,,103125000.0,-47734000.0,697156000.0,61528000.0,SRPT,HEALTH CARE,45.36,2017-12-31,55.64
0001564590-17-020841,1418091,US,2017-11-01,10-Q,2017.0,"TWITTER, INC.",2017-09-30,7075789000.0,-0.03,2246383000.0,-21095000.0,4829406000.0,736515000.0,TWTR,TECHNOLOGY,16.87,2017-12-31,24.01
0001564590-17-020844,1529864,US,2017-11-01,10-Q,2017.0,"ENOVA INTERNATIONAL, INC.",2017-09-30,1139778000.0,-0.1,864973000.0,-3368000.0,274805000.0,33670000.0,ENVA,FINANCE,13.45,2017-12-31,15.2
0001564590-17-020982,1597553,US,2017-11-02,10-Q,2017.0,"SAGE THERAPEUTICS, INC.",2017-09-30,251085000.0,,51033000.0,-73719000.0,200052000.0,37470912.0,SAGE,HEALTH CARE,62.3,2017-12-31,164.71
0001564590-17-020986,1615346,US,2017-11-02,10-Q,2017.0,LANDMARK INFRASTRUCTURE PARTNERS LP,2017-09-30,711552000.0,,467105000.0,,,,LMRK,CONSUMER SERVICES,16.95,2017-12-31,18.1
0001564590-17-020998,1575515,US,2017-11-02,10-Q,2017.0,"SPROUTS FARMERS MARKET, INC.",2017-09-30,1551216000.0,0.23,934601000.0,31486000.0,616615000.0,134320000.0,SFM,CONSUMER SERVICES,18.77,2017-12-31,24.35
0001564590-17-021104,1674168,US,2017-11-02,10-Q,2017.0,HILTON GRAND VACATIONS INC.,2017-09-30,2348000000.0,0.43,2015000000.0,42700978.0,333000000.0,98981557.0,HGV,CONSUMER SERVICES,38.63,2017-12-31,41.95
0001564590-17-021160,944148,US,2017-11-02,10-Q,2017.0,"CBIZ, INC.",2017-09-30,1128688000.0,0.18,598202000.0,9658000.0,530486000.0,54142000.0,CBZ,MISCELLANEOUS,16.25,2017-12-31,15.45
0001564590-17-021172,1690881,US,2017-11-02,10-Q,2017.0,"ASV HOLDINGS, INC.",2017-09-30,112961000.0,0.05,46432000.0,522000.0,66529000.0,9800000.0,ASV,CAPITAL GOODS,8.13,2017-12-31,10.15
0001564590-17-021179,1669812,US,2017-11-02,10-Q,2017.0,"LSC COMMUNICATIONS, INC.",2017-09-30,2073000000.0,-0.07,1787000000.0,-3000000.0,286000000.0,34200000.0,LKSD,MISCELLANEOUS,16.51,2017-12-31,15.15
0001564590-17-021185,761648,US,2017-11-02,10-Q,2017.0,"CEDAR REALTY TRUST, INC.",2017-09-30,1255789000.0,,676567000.0,6300000.0,577754000.0,,CDR,CONSUMER SERVICES,5.62,2017-12-31,6.08
0001564590-17-021189,1070750,US,2017-11-02,10-Q,2017.0,"HOST HOTELS & RESORTS, INC.",2017-09-30,11771000000.0,0.14,4506000000.0,104000000.0,7079000000.0,738800000.0,HST,CONSUMER SERVICES,18.49,2017-12-31,19.85
0001564590-17-021194,1320695,US,2017-11-02,10-Q,2017.0,"TREEHOUSE FOODS, INC.",2017-09-30,6685600000.0,0.5,4088300000.0,28800000.0,2597300000.0,57300000.0,THS,CONSUMER NON-DURABLES,67.73,2017-12-31,49.46
0001564590-17-021195,1590955,US,2017-11-02,10-Q,2017.0,"PAYCOM SOFTWARE, INC.",2017-09-30,1069936000.0,0.24,,14067000.0,157265000.0,58003222.0,PAYC,TECHNOLOGY,74.96,2017-12-31,80.33
0001564590-17-021199,1496671,US,2017-11-02,10-Q,2017.0,"CALITHERA BIOSCIENCES, INC.",2017-09-30,205543000.0,,47451000.0,-6071000.0,158092000.0,,CALA,HEALTH CARE,15.75,2017-12-31,8.35
0001564590-17-021223,1503802,US,2017-11-02,10-Q,2017.0,KARYOPHARM THERAPEUTICS INC.,2017-09-30,163773000.0,,22596000.0,-30640000.0,141177000.0,,KPTI,HEALTH CARE,10.98,2017-12-31,9.6
0001564590-17-021236,1579214,US,2017-11-02,10-Q,2017.0,"EMERALD EXPOSITIONS EVENTS, INC.",2017-09-30,1628030000.0,0.27,907545000.0,19207000.0,720485000.0,72202000.0,EEX,MISCELLANEOUS,23.24,2017-12-31,20.34
0001564590-17-021238,1669811,US,2017-11-02,10-Q,2017.0,"DONNELLEY FINANCIAL SOLUTIONS, INC.",2017-09-30,933700000.0,0.16,760100000.0,5300000.0,173600000.0,33600000.0,DFIN,CONSUMER SERVICES,21.56,2017-12-31,19.49
0001564590-17-021246,1383701,US,2017-11-02,10-Q,2017.0,CONATUS PHARMACEUTICALS INC.,2017-09-30,89266220.0,,,-4000378.0,31281008.0,,CNAT,HEALTH CARE,5.49,2017-12-31,4.62
0001564590-17-021249,1430592,US,2017-11-02,10-Q,2017.0,"FINANCIAL ENGINES, INC.",2017-09-30,915966000.0,0.24,71642000.0,15419000.0,844324000.0,63181000.0,FNGN,FINANCE,34.75,2017-12-31,30.3
0001564590-17-021251,1506401,US,2017-11-02,10-Q,2017.0,"INFRAREIT, INC.",2017-09-30,1968727000.0,0.35,1027511000.0,15330000.0,686281000.0,43784000.0,HIFR,CONSUMER SERVICES,22.37,2017-12-31,18.58
0001564590-17-021259,1361983,US,2017-11-02,10-Q,2017.0,ORBCOMM INC.,2017-09-30,592189000.0,,342567000.0,-39682000.0,248925000.0,73762000.0,ORBC,CONSUMER SERVICES,10.47,2017-12-31,10.18
0001564590-17-021293,1544229,US,2017-11-02,10-Q,2017.0,"ENGILITY HOLDINGS, INC.",2017-09-30,2129529000.0,0.27,1397376000.0,9805000.0,,36809000.0,EGL,CONSUMER SERVICES,34.68,2017-12-31,28.37
0001564590-17-021297,1620280,US,2017-11-02,10-Q,2017.0,UNITI GROUP INC.,2017-09-30,4292210000.0,0.02,5345082000.0,4728000.0,-1239279000.0,174818000.0,UNIT,CONSUMER SERVICES,14.66,2017-12-31,17.79
0001564590-17-021336,1515673,US,2017-11-03,10-Q,2017.0,ULTRAGENYX PHARMACEUTICAL INC.,2017-09-30,435047000.0,,69489000.0,-79227000.0,365558000.0,,RARE,HEALTH CARE,53.26,2017-12-31,46.38
0001564590-17-021343,1318605,US,2017-11-03,10-Q,2017.0,"TESLA, INC.",2017-09-30,28107074000.0,-3.7,21929057000.0,-619376000.0,4711480000.0,167294000.0,TSLA,CAPITAL GOODS,341.1,2017-12-31,311.35
