adsh,cik,name,ticker,sector,period,stock_price,next_period,next_period_price,beta,assets,earnings_per_share_basic,liabilities,net_income_loss,stockholders_equity,weighted_shares_outstanding_basic
0001564590-18-006715,1300699,"ATHENEX, INC.",ATNX,HEALTH CARE,2017-12-31,15.9,2018-03-31,17.01,-0.3282787376686516,140413000.0,,49691000.0,-28283000.0,90037000.0,
0001564590-18-006811,1624658,"ALLENA PHARMACEUTICALS, INC.",ALNA,HEALTH CARE,2017-12-31,10.06,2018-03-31,11.02,-1.2112454186782835,96249000.0,,13379000.0,-6677000.0,82870000.0,
0001564590-18-006847,1322505,"ALBIREO PHARMA, INC.",ALBO,HEALTH CARE,2017-12-31,25.6,2018-03-31,32.57,1.5858177911627356,73224000.0,,7971000.0,,65253000.0,
0001564590-18-006881,1467154,"NOVAN, INC.",NOVN,HEALTH CARE,2017-12-31,4.22,2018-03-31,2.93,-0.8687537035058617,21134000.0,,23356000.0,-8189000.0,-2222000.0,
0001564590-18-006916,1626199,"ALPINE IMMUNE SCIENCES, INC.",ALPN,HEALTH CARE,2017-12-31,11.2,2018-03-31,8.0,0.6149257244214581,85222000.0,,6305000.0,,78917000.0,
0001564590-18-006978,1392380,"GEVO, INC.",GEVO,BASIC INDUSTRIES,2017-12-31,11.8,2018-03-31,9.2,1.096688288863353,88853000.0,,25322000.0,,63531000.0,
0001564590-18-006989,1401914,"DARE BIOSCIENCE, INC.",DARE,HEALTH CARE,2017-12-31,2.164,2018-03-31,0.838,2.848515589904055,14259828.0,,967045.0,,13292783.0,
0001564590-18-007026,1036044,"IDENTIV, INC.",INVE,TECHNOLOGY,2017-12-31,3.34,2018-03-31,3.74,0.7895787809641097,51362000.0,,27509000.0,,24031000.0,
0001564590-18-007120,1661920,LONESTAR RESOURCES US INC.,LONE,ENERGY,2017-12-31,3.97,2018-03-31,4.34,1.3731377099193731,606800000.0,,391454000.0,,215346000.0,
0001564590-18-007152,1636651,OVID THERAPEUTICS INC.,OVID,HEALTH CARE,2017-12-31,9.87,2018-03-31,7.07,0.7483467976126167,89457603.0,,,-10960000.0,83436503.0,
0001564590-18-007161,1499717,"STAFFING 360 SOLUTIONS, INC.",STAF,TECHNOLOGY,2017-12-31,3.15,2018-03-31,2.34,-0.6678256203017984,86748000.0,,93533000.0,,-6785000.0,
0001564590-18-007262,1499422,RBB BANCORP,RBB,FINANCE,2017-12-31,27.37,2018-03-31,26.37,0.2152755801919337,1691059000.0,,1425883000.0,,265176000.0,
0001564590-18-007268,1183765,"MOLECULAR TEMPLATES, INC.",MTEM,HEALTH CARE,2017-12-31,10.02,2018-03-31,8.0,1.7295210291498777,90391000.0,,13102000.0,,77289000.0,
0001566469-18-000006,1566469,"NANTHEALTH, INC.",NH,TECHNOLOGY,2017-12-31,3.05,2018-03-31,3.05,2.133789174820236,449195000.0,,255893000.0,-21634000.0,193302000.0,
0001567683-18-000008,1567683,"NRG YIELD, INC.",NYLD,PUBLIC UTILITIES,2017-12-31,18.9,2018-03-31,17.0,0.279008084430185,8283000000.0,-0.71,6145000000.0,,,
0001569134-18-000016,1569134,"TALLGRASS ENERGY PARTNERS, LP",TEP,PUBLIC UTILITIES,2017-12-31,45.85,2018-03-31,37.89,1.367636064835496,3977353000.0,,,89115000.0,,
0001569187-18-000007,1569187,"ARMADA HOFFLER PROPERTIES, INC.",AHH,FINANCE,2017-12-31,15.53,2018-03-31,13.69,0.907517720275374,1043123000.0,,622840000.0,,226690000.0,
0001569994-18-000008,1569994,"WATERSTONE FINANCIAL, INC.",WSBF,FINANCE,2017-12-31,17.05,2018-03-31,17.3,0.7818300394995257,1806401000.0,,1394297000.0,,412104000.0,
0001571049-18-000094,1649989,"ONCOBIOLOGICS, INC.",ONS,HEALTH CARE,2017-12-31,1.3,2018-03-31,0.89,-2.9274237303208173,32276704.0,,40174706.0,-1920501.0,-25088304.0,
0001571049-18-000180,1635840,"PROVIDENT BANCORP, INC.",PVBC,FINANCE,2017-12-31,26.45,2018-03-31,26.55,0.8866839810914442,902265000.0,0.19,786488000.0,1741000.0,115777000.0,9208854.0
0001571049-18-000206,1130166,"CYCLACEL PHARMACEUTICALS, INC.",CYCC,HEALTH CARE,2017-12-31,1.74,2018-03-31,1.35,1.8070010450034992,26003000.0,,4237000.0,,21766000.0,
0001571283-18-000011,1571283,"REXFORD INDUSTRIAL REALTY, INC.",REXR,CONSUMER SERVICES,2017-12-31,29.16,2018-03-31,28.79,1.4583347231936887,2111373000.0,0.15,746119000.0,,1340046000.0,
0001572910-18-000015,1572910,PHILLIPS 66 PARTNERS LP,PSXP,ENERGY,2017-12-31,52.35,2018-03-31,47.78,1.0343336066922366,5334000000.0,,3173000000.0,164000000.0,,
0001573516-18-000010,1573516,MURPHY USA INC.,MUSA,CONSUMER DURABLES,2017-12-31,80.36,2018-03-31,72.8,0.9973760133366528,2331039000.0,3.62,1592637000.0,124900000.0,,
0001574540-18-000016,1574540,PHYSICIANS REALTY TRUST,DOC,CONSUMER SERVICES,2017-12-31,17.99,2018-03-31,15.57,0.6472855640902261,4164383000.0,0.05,1604402000.0,,2473172000.0,179683948.0
0001574774-18-000014,1574774,"BIOTELEMETRY, INC.",BEAT,HEALTH CARE,2017-12-31,29.9,2018-03-31,31.05,3.16018569559627,524562000.0,-0.48,274859000.0,,250757000.0,
0001574815-18-000020,1574815,"BMC STOCK HOLDINGS, INC.",BMCH,CONSUMER SERVICES,2017-12-31,25.3,2018-03-31,19.55,0.5986256696813742,1473350000.0,0.26,726451000.0,17642000.0,746899000.0,
0001575051-18-000022,1575051,CINER RESOURCES LP,CINR,BASIC INDUSTRIES,2017-12-31,25.11,2018-03-31,27.879,0.2073449515568944,453200000.0,,205000000.0,,148400000.0,
0001575189-18-000019,1575189,"MATCH GROUP, INC.",MTCH,TECHNOLOGY,2017-12-31,31.31,2018-03-31,44.44,1.4729601857738408,2130146000.0,-0.03,,,501249000.0,
0001576940-18-000052,1576940,"CENTURY COMMUNITIES, INC.",CCS,CAPITAL GOODS,2017-12-31,31.1,2018-03-31,29.95,0.7305511813679892,1735022000.0,0.61,999789000.0,17195000.0,735233000.0,
0001577670-18-000002,1577670,LADDER CAPITAL CORP,LADR,CONSUMER SERVICES,2017-12-31,13.63,2018-03-31,15.08,0.3688314895831528,6025615000.0,0.41,4537469000.0,,1234968000.0,
0001578932-18-000004,1578932,OCI PARTNERS LP,OCIP,BASIC INDUSTRIES,2017-12-31,8.05,2018-03-31,9.15,-0.9424218175202418,624104000.0,,483783000.0,12684000.0,,
0001579252-18-000016,1579252,"JASON INDUSTRIES, INC.",JASN,CONSUMER DURABLES,2017-12-31,2.37,2018-03-31,3.11,1.418975308389148,546323000.0,,540639000.0,,5684000.0,
0001579877-18-000041,1579877,OUTFRONT MEDIA INC.,OUT,CONSUMER SERVICES,2017-12-31,23.2,2018-03-31,18.74,0.6475235953473626,3808200000.0,,2581600000.0,35500000.0,1181100000.0,
0001580608-18-000011,1580608,SANTANDER CONSUMER USA HOLDINGS INC.,SC,FINANCE,2017-12-31,18.62,2018-03-31,16.3,0.5547658503740599,39422304000.0,1.61,32941803000.0,580116000.0,6480501000.0,
0001580670-18-000011,1580670,"LGI HOMES, INC.",LGIH,CAPITAL GOODS,2017-12-31,75.03,2018-03-31,70.57,2.5159263827177507,1079892000.0,1.65,590046000.0,35640000.0,,
0001581068-18-000008,1581068,BRIXMOR PROPERTY GROUP INC.,BRX,CONSUMER SERVICES,2017-12-31,18.66,2018-03-31,15.25,0.12490003938942455,9153926000.0,0.23,6245578000.0,,2908348000.0,
0001582568-18-000015,1582568,PBF LOGISTICS LP,PBFX,ENERGY,2017-12-31,20.95,2018-03-31,18.45,0.4905291837653969,737550000.0,,580455000.0,,,
0001583648-18-000017,1583648,"PIERIS PHARMACEUTICALS, INC.",PIRS,HEALTH CARE,2017-12-31,7.55,2018-03-31,6.82,-0.4076406179085169,103876000.0,,92354000.0,,11522000.0,
0001584207-18-000009,1584207,"ONEMAIN HOLDINGS, INC.",OMF,FINANCE,2017-12-31,25.99,2018-03-31,29.94,1.3111811170370988,19433000000.0,0.29,16155000000.0,,3278000000.0,
0001584509-18-000044,1584509,ARAMARK,ARMK,CONSUMER SERVICES,2017-12-31,42.74,2018-03-31,39.56,1.3598956943848457,12526822000.0,1.19,,292284000.0,,245086000.0
0001585689-18-000033,1585689,HILTON WORLDWIDE HOLDINGS INC.,HLT,CONSUMER SERVICES,2017-12-31,79.86,2018-03-31,78.76,0.7805590732877993,14308000000.0,2.63,12233000000.0,840000000.0,2072000000.0,
0001587732-18-000014,1587732,"ONE GAS, INC.",OGS,PUBLIC UTILITIES,2017-12-31,73.26,2018-03-31,66.02,0.8839106408689654,5206878000.0,0.9,,47119000.0,1960209000.0,
0001590750-18-000006,1590750,"MIRAGEN THERAPEUTICS, INC.",MGEN,HEALTH CARE,2017-12-31,10.43,2018-03-31,7.01,1.689708550203057,52481000.0,,13971000.0,-6386000.0,38510000.0,
0001590976-18-000016,1590976,"MALIBU BOATS, INC.",MBUU,CAPITAL GOODS,2017-12-31,29.73,2018-03-31,33.21,1.545467516922964,328383000.0,-0.31,217798000.0,-6383000.0,105691000.0,20429627.0
0001591588-18-000006,1591588,"A-MARK PRECIOUS METALS, INC.",AMRK,BASIC INDUSTRIES,2017-12-31,14.65,2018-03-31,12.25,0.6727170432004466,527123000.0,-0.03,454100000.0,,69478000.0,7031400.0
0001592000-18-000003,1592000,"ENLINK MIDSTREAM, LLC",ENLC,PUBLIC UTILITIES,2017-12-31,17.6,2018-03-31,14.65,1.4203758027433104,10537800000.0,1.12,,202600000.0,,
0001592016-18-000006,1592016,"AGROFRESH SOLUTIONS, INC.",AGFS,FINANCE,2017-12-31,7.4,2018-03-31,7.35,1.2105998261294548,983263000.0,,567183000.0,23438000.0,407637000.0,
0001593195-18-000011,1593195,"TRONC, INC.",TRNC,CONSUMER SERVICES,2017-12-31,17.59,2018-03-31,16.42,0.5265044312645981,865133000.0,,,-373000.0,69162000.0,
0001594466-18-000019,1594466,"PARSLEY ENERGY, INC.",PE,ENERGY,2017-12-31,29.44,2018-03-31,28.99,1.797169176301285,8793198000.0,0.2,,49919000.0,4712295000.0,
0001594686-18-000009,1594686,WASHINGTON PRIME GROUP INC.,WPG,CONSUMER SERVICES,2017-12-31,7.12,2018-03-31,6.67,-0.0932996090365386,4451407000.0,0.27,3181020000.0,53673000.0,1099404000.0,
0001594879-18-000013,1594879,"ZOE'S KITCHEN, INC.",ZOES,CONSUMER SERVICES,2017-12-31,16.72,2018-03-31,14.44,0.7408614888421812,240522000.0,,109443000.0,-2859000.0,131079000.0,19490383.0
0001596532-18-000018,1596532,"ARISTA NETWORKS, INC.",ANET,TECHNOLOGY,2017-12-31,235.58,2018-03-31,255.3,2.097326486306704,2460860000.0,1.42,798946000.0,103833000.0,1661914000.0,
0001596783-18-000010,1596783,"CATALENT, INC.",CTLT,HEALTH CARE,2017-12-31,41.08,2018-03-31,41.06,2.099695254103358,4387100000.0,-0.16,,-21900000.0,1005500000.0,132983262.0
0001597672-18-000006,1597672,RAYONIER ADVANCED MATERIALS INC.,RYAM,BASIC INDUSTRIES,2017-12-31,20.45,2018-03-31,21.47,2.060110346161879,2642611000.0,6.31,,295077000.0,693756000.0,
0001599947-18-000017,1599947,"TERRAFORM POWER, INC.",TERP,PUBLIC UTILITIES,2017-12-31,11.96,2018-03-31,10.73,0.37195814971736,6387021000.0,,3958313000.0,,1510369000.0,138401000.0
0001600033-18-000014,1600033,"E.L.F. BEAUTY, INC.",ELF,CONSUMER NON-DURABLES,2017-12-31,22.31,2018-03-31,19.37,1.1634416541537602,417244000.0,0.47,223381000.0,,193863000.0,
0001600132-18-000034,1600132,"BELLEROPHON THERAPEUTICS, INC.",BLPH,HEALTH CARE,2017-12-31,2.58,2018-03-31,2.08,3.9864566265574224,36810000.0,,39404000.0,-24159000.0,-2594000.0,
0001601545-18-000012,1601545,"BLUE HILLS BANCORP, INC.",BHBK,FINANCE,2017-12-31,20.1,2018-03-31,20.85,1.577198922924764,2668520000.0,0.05,2270714000.0,1293000.0,397806000.0,24104239.0
0001601548-18-000008,1601548,"VECTRUS, INC.",VEC,CONSUMER SERVICES,2017-12-31,30.85,2018-03-31,37.24,1.892848941978141,495551000.0,3.77,312179000.0,41568000.0,183372000.0,11026000.0
0001601712-18-000107,1601712,SYNCHRONY FINANCIAL,SYF,FINANCE,2017-12-31,38.61,2018-03-31,33.53,1.738626222009789,95808000000.0,0.49,81574000000.0,385000000.0,14234000000.0,
0001602065-18-000006,1602065,VIPER ENERGY PARTNERS LP,VNOM,ENERGY,2017-12-31,23.33,2018-03-31,25.41,1.0753479434942943,1013037000.0,,99129000.0,,,
0001603978-18-000025,1603978,"AQUABOUNTY TECHNOLOGIES, INC.",AQB,,2017-12-31,3.52,2018-03-31,2.95,-1.3722103307320508,23731758.0,,5751069.0,-2663249.0,17980689.0,
0001604665-18-000007,1604665,WESTLAKE CHEMICAL PARTNERS LP,WLKP,BASIC INDUSTRIES,2017-12-31,24.95,2018-03-31,22.35,0.5072411218124755,1515276000.0,,516527000.0,15546000.0,,
0001604778-18-000007,1604778,"QORVO, INC.",QRVO,TECHNOLOGY,2017-12-31,66.6,2018-03-31,70.45,1.5182219226805536,6526647000.0,-0.26,1705569000.0,-33082000.0,4821078000.0,127034000.0
0001606268-18-000017,1606268,"SPARK ENERGY, INC.",SPKE,PUBLIC UTILITIES,2017-12-31,12.4,2018-03-31,11.85,1.4191688712698611,505949000.0,,303473000.0,,36248000.0,
0001606366-18-000006,1606366,"EL POLLO LOCO HOLDINGS, INC.",LOCO,CONSUMER SERVICES,2017-12-31,9.9,2018-03-31,9.5,0.6454985604221719,442711000.0,0.0,167761000.0,-38000.0,274950000.0,38465208.0
0001606498-18-000016,1606498,"HALYARD HEALTH, INC.",HYH,HEALTH CARE,2017-12-31,46.18,2018-03-31,46.08,1.4349615758739989,2195900000.0,,980500000.0,,1215400000.0,
0001606757-18-000005,1606757,"KIMBALL ELECTRONICS, INC.",KE,TECHNOLOGY,2017-12-31,18.25,2018-03-31,16.15,1.6829802422132685,584526000.0,-0.31,,-8347000.0,341076000.0,26765000.0
0001608638-18-000008,1608638,"CIVITAS SOLUTIONS, INC.",CIVI,HEALTH CARE,2017-12-31,17.1,2018-03-31,15.4,0.817479085423859,1125461000.0,,,9394000.0,174558000.0,37472018.0
0001609351-18-000026,1609351,"SPARK THERAPEUTICS, INC.",ONCE,HEALTH CARE,2017-12-31,51.42,2018-03-31,66.59,1.6132784101021256,616796312.0,,103172100.0,-61820948.0,513624212.0,
0001609702-18-000005,1609702,"CDK GLOBAL, INC.",CDK,MISCELLANEOUS,2017-12-31,71.28,2018-03-31,63.34,0.5549962208614511,2690000000.0,0.76,2878000000.0,104000000.0,-209000000.0,136900000.0
0001609711-18-000035,1609711,GODADDY INC.,GDDY,TECHNOLOGY,2017-12-31,50.28,2018-03-31,61.42,0.9861511583095784,5738300000.0,,,92600000.0,486500000.0,
0001610114-18-000002,1610114,NEW SENIOR INVESTMENT GROUP INC.,SNR,CONSUMER SERVICES,2017-12-31,7.56,2018-03-31,8.18,0.10897736605849212,2508027000.0,0.41,2002142000.0,33521000.0,505885000.0,82148869.0
0001610418-18-000010,1610418,CNX MIDSTREAM PARTNERS LP,CNXM,PUBLIC UTILITIES,2017-12-31,16.77,2018-03-31,18.39,1.2905638960292485,926589000.0,,175478000.0,,,
0001610466-18-000013,1610466,"SHELL MIDSTREAM PARTNERS, L.P.",SHLX,ENERGY,2017-12-31,29.82,2018-03-31,21.05,1.1471584416685046,1366500000.0,,1932400000.0,86400000.0,,
0001610618-18-000011,1610618,"CIDARA THERAPEUTICS, INC.",CDTX,HEALTH CARE,2017-12-31,6.8,2018-03-31,4.0,-1.3762077876002436,79035000.0,,19291000.0,-13428000.0,59744000.0,
0001610682-18-000054,1610682,USD PARTNERS LP,USDP,TRANSPORTATION,2017-12-31,11.25,2018-03-31,10.35,0.6182547730334517,307390000.0,,234095000.0,2203000.0,,
0001610950-18-000006,1610950,"SYNEOS HEALTH, INC.",SYNH,HEALTH CARE,2017-12-31,43.6,2018-03-31,35.5,3.1628624689333265,7285867000.0,-0.14,4263288000.0,-15047000.0,3022579000.0,
0001611110-18-000006,1611110,MEDLEY MANAGEMENT INC.,MDLY,FINANCE,2017-12-31,6.5,2018-03-31,5.7,3.0363895424667726,127922000.0,-0.11,151255000.0,-502000.0,-7971000.0,
0001611547-18-000009,1611547,URBAN EDGE PROPERTIES,UE,FINANCE,2017-12-31,25.49,2018-03-31,21.35,0.7305828552222722,2820808000.0,-0.13,1830267000.0,-14277000.0,,
0001613665-18-000016,1613665,"GREAT WESTERN BANCORP, INC.",GWB,FINANCE,2017-12-31,39.8,2018-03-31,40.27,1.598605486354448,11806581000.0,0.5,10038708000.0,29230000.0,1767873000.0,58902629.0
0001615219-18-000018,1615219,"FLEX PHARMA, INC.",FLKS,HEALTH CARE,2017-12-31,3.49,2018-03-31,5.0,-0.10977086412706552,34992772.0,,5886884.0,-8028531.0,29105888.0,
0001615774-18-000854,1615063,"INSPIRED ENTERTAINMENT, INC.",INSE,TECHNOLOGY,2017-12-31,9.8,2018-03-31,5.5,0.8312443802456734,203380000.0,,213527000.0,-4155000.0,-10147000.0,
0001615774-18-000934,1314052,ANAVEX LIFE SCIENCES CORP.,AVXL,HEALTH CARE,2017-12-31,3.22,2018-03-31,2.76,0.6263859031418139,28343807.0,,,-4059165.0,25545335.0,
0001615774-18-000996,1550603,"MALVERN BANCORP, INC.",MLVF,FINANCE,2017-12-31,26.2,2018-03-31,26.0,1.3001498696248783,1057158000.0,0.06,953962000.0,403000.0,103196000.0,6445264.0
0001615774-18-001205,1584754,"AKOUSTIS TECHNOLOGIES, INC.",AKTS,PUBLIC UTILITIES,2017-12-31,6.23,2018-03-31,5.83,2.1886193553961,24844932.0,,4914625.0,-5540416.0,19930307.0,
0001615774-18-001326,822370,"MYND ANALYTICS, INC.",MYND,HEALTH CARE,2017-12-31,3.4,2018-03-31,1.19,-0.15201626924578798,4543100.0,,2413600.0,-2769300.0,2129500.0,
0001615774-18-001689,1341766,"CELSIUS HOLDINGS, INC.",CELH,CONSUMER NON-DURABLES,2017-12-31,5.25,2018-03-31,4.35,0.4292845160610403,27110873.0,,9963628.0,,17147245.0,
0001615774-18-001762,1430306,TONIX PHARMACEUTICALS HOLDING CORP.,TNXP,HEALTH CARE,2017-12-31,3.45,2018-03-31,3.0,1.943694508479616,26754000.0,,2138000.0,,24616000.0,
0001615774-18-001857,1080056,"THESTREET, INC.",TST,CONSUMER SERVICES,2017-12-31,1.45,2018-03-31,1.79,-0.3078242454884437,69010548.0,0.52,34989599.0,3219000.0,34020949.0,
0001615774-18-001866,1464790,"B. RILEY FINANCIAL, INC.",RILY,MISCELLANEOUS,2017-12-31,18.1,2018-03-31,19.5,0.1654508870599253,1386904000.0,-0.23,1121058000.0,-6113000.0,266030000.0,26150502.0
0001615774-18-001909,1621832,"AQUA METALS, INC.",AQMS,BASIC INDUSTRIES,2017-12-31,2.13,2018-03-31,2.59,0.6193319372697655,74442000.0,,15477000.0,-7031000.0,58965000.0,
0001615774-18-001920,778164,"PACIFIC ETHANOL, INC.",PEIX,BASIC INDUSTRIES,2017-12-31,4.55,2018-03-31,3.0,1.42303889132551,720296000.0,,336596000.0,-13285000.0,356439000.0,
0001615774-18-002196,1680873,ATLANTIC ACQUISITION CORP.,ATAC,CONSUMER NON-DURABLES,2017-12-31,9.86,2018-03-31,9.92,4.1794989717861775,45927972.0,,1143625.0,,5000001.0,
0001615774-18-002203,1326706,"NANOVIBRONIX, INC.",NAOV,HEALTH CARE,2017-12-31,4.68,2018-03-31,4.76,0.512362647995092,4865000.0,,,,3634000.0,
0001615774-18-002215,1680378,"SENESTECH, INC.",SNES,BASIC INDUSTRIES,2017-12-31,0.72,2018-03-31,0.51,-3.2815748350373513,9323000.0,,1801000.0,,7522000.0,
0001616000-18-000044,1616000,"XENIA HOTELS & RESORTS, INC.",XHR,CONSUMER SERVICES,2017-12-31,21.59,2018-03-31,19.72,1.114520928382173,3115308000.0,,1470222000.0,,1614905000.0,
0001616318-18-000008,1616318,VISTA OUTDOOR INC.,VSTO,CAPITAL GOODS,2017-12-31,14.57,2018-03-31,16.32,1.6127085269253691,2681943000.0,0.94,1451666000.0,,1230277000.0,57253000.0
0001619954-18-000022,1619954,"INOVALON HOLDINGS, INC.",INOV,TECHNOLOGY,2017-12-31,15.0,2018-03-31,10.6,1.3138143254731454,995078000.0,,352306000.0,,642772000.0,
0001622353-18-000006,1622353,"JERNIGAN CAPITAL, INC.",JCAP,CONSUMER SERVICES,2017-12-31,19.01,2018-03-31,18.1,1.1952010639855366,314634000.0,0.19,8814000.0,3125000.0,,
0001624794-18-000004,1624794,"CSW INDUSTRIALS, INC.",CSWI,BASIC INDUSTRIES,2017-12-31,45.95,2018-03-31,45.05,1.5129351915294809,348460000.0,-2.17,88025000.0,-34037000.0,260435000.0,15694000.0
0001627014-18-000016,1627014,"BLACK KNIGHT, INC.",BKI,TECHNOLOGY,2017-12-31,44.15,2018-03-31,47.1,737.2923303083484,3655900000.0,,1947100000.0,,1708800000.0,
0001628280-18-001086,1633978,LUMENTUM HOLDINGS INC.,LITE,CONSUMER DURABLES,2017-12-31,48.9,2018-03-31,63.8,1.2113429864879026,1507400000.0,3.29,607300000.0,204800000.0,864300000.0,62200000.0
0001628280-18-001217,317788,"DIGITAL TURBINE, INC.",APPS,MISCELLANEOUS,2017-12-31,1.79,2018-03-31,2.01,2.1001843112567244,123165000.0,,63514000.0,-3799000.0,59651000.0,
0001628280-18-001219,1604643,EVOQUA WATER TECHNOLOGIES CORP.,AQUA,TECHNOLOGY,2017-12-31,23.71,2018-03-31,21.29,1.3118570403601184,1478909000.0,-0.03,1126187000.0,-3713000.0,347377000.0,109974000.0
0001628280-18-001282,1289850,"NEUROMETRIX, INC.",NURO,HEALTH CARE,2017-12-31,1.73,2018-03-31,1.41,4.066875923014091,9599224.0,,4581835.0,,5017389.0,
0001628280-18-001283,1604416,"NEXEO SOLUTIONS, INC.",NXEO,CONSUMER DURABLES,2017-12-31,9.1,2018-03-31,10.7,1.625725716135798,2244500000.0,0.35,1435700000.0,26500000.0,808800000.0,76793518.0
0001628280-18-001303,1110647,"OCLARO, INC.",OCLR,TECHNOLOGY,2017-12-31,6.74,2018-03-31,9.56,1.3529342849246564,707671000.0,0.11,141520000.0,18737000.0,566151000.0,168990000.0
0001628280-18-001356,1364885,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",SPR,CAPITAL GOODS,2017-12-31,87.25,2018-03-31,83.7,1.0557248859681476,5267800000.0,1.08,,122800000.0,1801000000.0,
0001628280-18-001552,765880,"HCP, INC.",HCP,CONSUMER SERVICES,2017-12-31,26.08,2018-03-31,23.23,0.3483124045379113,14088461000.0,-0.13,8493523000.0,-58702000.0,5301005000.0,
0001628280-18-001740,48898,HUBBELL INC,HUBB,CAPITAL GOODS,2017-12-31,135.34,2018-03-31,121.78,1.1314099326279143,3720600000.0,0.37,2072700000.0,20400000.0,1634200000.0,
0001628280-18-001815,1043219,ANNALY CAPITAL MANAGEMENT INC,NLY,CONSUMER SERVICES,2017-12-31,11.89,2018-03-31,10.43,0.6241600078241727,101760050000.0,0.62,86888477000.0,,14865473000.0,
0001628280-18-001983,1524741,"U.S. SILICA HOLDINGS, INC.",SLCA,BASIC INDUSTRIES,2017-12-31,32.56,2018-03-31,25.52,1.2972397325602325,2307283000.0,0.89,910777000.0,71952000.0,1396506000.0,81014000.0
0001628280-18-002026,1613859,"PRA HEALTH SCIENCES, INC.",PRAH,HEALTH CARE,2017-12-31,91.07,2018-03-31,82.96,1.2458161620160324,3358046000.0,-0.25,2421565000.0,-16048000.0,930771000.0,
0001628280-18-002065,1237746,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",EIGI,TECHNOLOGY,2017-12-31,8.4,2018-03-31,7.4,0.8279504242183726,2601086000.0,0.05,2518081000.0,7473000.0,83005000.0,
0001628280-18-002076,1463172,"ZENDESK, INC.",ZEN,TECHNOLOGY,2017-12-31,33.84,2018-03-31,47.87,1.191652167561182,560204000.0,,238563000.0,,321641000.0,
0001628280-18-002226,1213037,"TROVAGENE, INC.",TROV,HEALTH CARE,2017-12-31,3.72,2018-03-31,4.2,-4.8278285622638135,12284941.0,-0.06,5778834.0,,6506107.0,40182071.0
0001628280-18-002261,1521036,"LANTHEUS HOLDINGS, INC.",LNTH,HEALTH CARE,2017-12-31,20.45,2018-03-31,15.9,2.081333799894492,383858000.0,2.58,360567000.0,97126000.0,23291000.0,
0001628280-18-002303,1581164,"EXTENDED STAY AMERICA, INC.",STAY,CONSUMER SERVICES,2017-12-31,19.0,2018-03-31,19.77,0.6832698861545973,4076005000.0,-0.26,2730158000.0,,,
0001628280-18-002343,1590717,"CARETRUST REIT, INC.",CTRE,CONSUMER SERVICES,2017-12-31,16.76,2018-03-31,13.4,1.033523908070486,1184986000.0,0.03,590369000.0,2252000.0,594617000.0,75476000.0
0001628280-18-002423,896262,AMEDISYS INC,AMED,HEALTH CARE,2017-12-31,52.71,2018-03-31,60.34,1.069420635335952,813482000.0,-0.11,297056000.0,-3800000.0,515321000.0,
0001628280-18-002431,1541401,"EMPIRE STATE REALTY TRUST, INC.",ESRT,CONSUMER SERVICES,2017-12-31,20.53,2018-03-31,16.79,0.5018649320407617,3931347000.0,,1953610000.0,17272000.0,1168282000.0,
0001628280-18-002527,1585790,"ADVANCED DISPOSAL SERVICES, INC.",ADSW,PUBLIC UTILITIES,2017-12-31,23.94,2018-03-31,22.28,0.8618781505472155,3493300000.0,0.47,2608700000.0,,884600000.0,
0001628280-18-002529,1621434,"BLACK STONE MINERALS, L.P.",BSM,ENERGY,2017-12-31,17.94,2018-03-31,16.55,0.6196156607995089,1576451000.0,,485908000.0,,,
0001628280-18-002551,921112,LIBERTY PROPERTY TRUST,LPT,CONSUMER SERVICES,2017-12-31,43.01,2018-03-31,39.73,0.8079293290183144,6439757000.0,0.87,3283854000.0,,3087358000.0,
0001628280-18-002589,913241,"STEVEN MADDEN, LTD.",SHOO,CONSUMER NON-DURABLES,2017-12-31,46.7,2018-03-31,43.9,1.1140523734450485,1057161000.0,,248229000.0,,802821000.0,
0001628280-18-002611,1656936,MGM GROWTH PROPERTIES LLC,MGP,CONSUMER SERVICES,2017-12-31,29.15,2018-03-31,26.54,0.3317986567063249,10351120000.0,0.12,4283381000.0,8722000.0,1624650000.0,
0001628280-18-002617,1102112,PACWEST BANCORP,PACW,FINANCE,2017-12-31,50.4,2018-03-31,49.53,1.4552740172898802,24994876000.0,,20017278000.0,84037000.0,4977598000.0,
0001628280-18-002644,1561387,"HEALTH INSURANCE INNOVATIONS, INC.",HIIQ,FINANCE,2017-12-31,24.95,2018-03-31,28.9,0.1975880040355409,165085000.0,,58084000.0,,84205000.0,
0001628280-18-002657,1555177,EMERGE ENERGY SERVICES LP,EMES,BASIC INDUSTRIES,2017-12-31,7.19,2018-03-31,6.15,1.4105368695867206,308892000.0,,259783000.0,,,
0001628280-18-002664,1502034,"GNC HOLDINGS, INC.",GNC,CONSUMER NON-DURABLES,2017-12-31,3.69,2018-03-31,3.86,-1.3728610820650746,1516561000.0,-2.99,1678555000.0,-209825000.0,-161994000.0,70251000.0
0001628280-18-002666,1428522,"RADIUS HEALTH, INC.",RDUS,HEALTH CARE,2017-12-31,31.77,2018-03-31,35.94,3.199996944048708,461658000.0,,219622000.0,-71017000.0,242036000.0,
